"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SMG","Scotts Miracle-Gro Company (The)","199.14","$11.09B","1992","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/smg",
"SCPH","scPharmaceuticals Inc.","5.29","$144.52M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/scph",
"KTF","Scudder Municiple Income Trust","11.63","$459.4M","1988","n/a","n/a","https://old.nasdaq.com/symbol/ktf",
"KSM","Scudder Strategic Municiple Income Trust","11.4","$127.72M","1989","n/a","n/a","https://old.nasdaq.com/symbol/ksm",
"SRL","Scully Royalty Ltd.","4.95","$62.15M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srl",
"SCU","Sculptor Capital Management, Inc.","15.2","$842.1M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/scu",
"SCVX","SCVX Corp.","10.3","$296.13M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/scvx",
"SCVX.U","SCVX Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/scvx.u",
"SCVX.WS","SCVX Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scvx.ws",
"WORX","SCWorx Corp.","1.3501","$13.31M","2016","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/worx",
"SCYX","SCYNEXIS, Inc.","7.65","$147.49M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/scyx",
"SE","Sea Limited","199.05","$101.75B","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/se",
"SEB","Seaboard Corporation","3031","$3.52B","1996","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/seb",
"SA","Seabridge Gold, Inc.","21.07","$1.56B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/sa",
"SEAC","SeaChange International, Inc.","1.4","$52.58M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","29.45","$1.62B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbcf",
"CKH","SEACOR Holdings, Inc.","41.45","$844.45M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","2.71","$63.31M","2017","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/smhi",
"STX","Seagate Technology PLC","62.16","$15.97B","2002","Technology","Electronic Components","https://old.nasdaq.com/symbol/stx",
"SGEN","Seagen Inc. ","175.14","$31.35B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sgen",
"SEE","Sealed Air Corporation","45.79","$7.1B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/see",
"SHIP","Seanergy Maritime Holdings Corp","0.5376","$36.73M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.0375","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/shipw",
"SHIPZ","Seanergy Maritime Holdings Corp","0.075","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/shipz",
"SGAM","Seaport Global Acquisition Corp.","10.02","$180.05M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/sgam",
"SGAMU","Seaport Global Acquisition Corp.","10.45","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/sgamu",
"SGAMW","Seaport Global Acquisition Corp.","1.0179","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/sgamw",
"SPNE","SeaSpine Holdings Corporation","17.45","$482.2M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/spne",
"SEAS","SeaWorld Entertainment, Inc.","31.59","$2.48B","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/seas",
"EYES","Second Sight Medical Products, Inc.","1.87","$43.23M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.2125","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/eyesw",
"SECO","Secoo Holding Limited","2.3","$162.5M","2017","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/seco",
"SCWX","SecureWorks Corp.","14.22","$1.17B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","8.35","$160.01M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/snfca",
"SEEL","Seelos Therapeutics, Inc.","1.58","$85.95M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/seel",
"SEER","Seer, Inc.","56.14","$3.67B","2020","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/seer",
"SEIC","SEI Investments Company","57.47","$8.31B","1981","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/seic",
"SLCT","Select Bancorp, Inc.","9.47","$168.44M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/slct",
"WTTR","Select Energy Services, Inc.","4.1","$422.49M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/wttr",
"SIC","Select Interior Concepts, Inc.","7.15","$181.38M","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/sic",
"SEM","Select Medical Holdings Corporation","27.66","$3.73B","2009","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/sem",
"SELB","Selecta Biosciences, Inc.","3.03","$327.33M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/selb",
"SIGI","Selective Insurance Group, Inc.","66.98","$4.01B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/sigi",
"SIGIP","Selective Insurance Group, Inc.","25.84","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/sigip",
"SLQT","SelectQuote, Inc.","20.75","$3.37B","2020","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/slqt",
"SLS","SELLAS Life Sciences Group, Inc. ","5.81","$82.47M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sls",
"LEDS","SemiLEDS Corporation","3.58","$14.36M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/leds",
"SRE","Sempra Energy","127.41","$36.75B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/sre",
"SRE^A","Sempra Energy","99.76","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/sre^a",
"SRE^B","Sempra Energy","103.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sre^b",
"SREA","Sempra Energy","28.43","n/a","2019","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/srea",
"SMTC","Semtech Corporation","72.09","$4.69B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/smtc",
"SNCA","Seneca Biopharma, Inc.","0.88","$15.22M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/snca",
"SENEA","Seneca Foods Corp.","39.9","$362.27M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","39.5","$358.64M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","1.725","$7.07M","2016","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/snes",
"SNRHU","Senior Connect Acquisition Corp. I","10.29","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/snrhu",
"AIHS","Senmiao Technology Limited","1.07","$46.39M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/aihs",
"ST","Sensata Technologies Holding plc","52.74","$8.3B","2010","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/st",
"SENS","Senseonics Holdings, Inc.","0.8718","$214.17M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sens",
"SXT","Sensient Technologies Corporation","73.77","$3.12B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/sxt",
"SRTS","Sensus Healthcare, Inc.","3.86","$63.7M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/srts",
"SQNS","Sequans Communications S.A.","6.04","$183.09M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/sqns",
"SQBG","Sequential Brands Group, Inc.","14.35","$23.7M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","24.5","$2.24B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mcrb",
"SRG","Seritage Growth Properties","14.68","$844.82M","2015","Finance","Real Estate","https://old.nasdaq.com/symbol/srg",
"SRG^A","Seritage Growth Properties","16.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srg^a",
"SCI","Service Corporation International","49.1","$8.48B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/sci",
"SVC","Service Properties Trust","11.49","$1.89B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/svc",
"NOW","ServiceNow, Inc.","550.43","$107.39B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/now",
"SREV","ServiceSource International, Inc.","1.76","$170.01M","2011","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","40.29","$2.17B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/sfbs",
"SVT","Servotronics, Inc.","8.49","$21.13M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/svt",
"SESN","Sesen Bio, Inc.","1.35","$174.61M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sesn",
"SVOKU","SEVEN OAKS ACQUISITION CORP.","10.35","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/svoku",
"SVBI","Severn Bancorp Inc","7.14","$91.52M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/svbi",
"SFL","SFL Corporation Ltd","6.28","$759.3M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sfl",
"SGBX","SG Blocks, Inc.","6.1","$52.44M","2017","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/sgbx",
"SGOC","SGOCO Group, Ltd","1.45","$145.87M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/sgoc",
"SHAK","Shake Shack, Inc.","84.78","$3.53B","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/shak",
"SMED","Sharps Compliance Corp.","9.45","$155.79M","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","16.28","$205.07M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/shsp",
"STTK","Shattuck Labs, Inc.","52.41","$2.19B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sttk",
"SJR","Shaw Communications Inc.","17.56","$8.97B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","10.08","$3.96B","2014","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/shlx",
"SHEN","Shenandoah Telecommunications Co","43.25","$2.16B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/shen",
"SHW","Sherwin-Williams Company (The)","734.91","$66.75B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/shw",
"SFT","Shift Technologies, Inc.","8.27","$693.9M","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/sft",
"SFTTW","Shift Technologies, Inc.","2.85","n/a","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/sfttw",
"FOUR","Shift4 Payments, Inc.","75.4","$6.03B","2020","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/four",
"PIXY","ShiftPixy, Inc.","2.49","$52.05M","2017","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/pixy",
"SCCI","Shimmick Construction Company, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scci",
"TYHT","Shineco, Inc.","3.055","$9.28M","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/tyht",
"SHG","Shinhan Financial Group Co Ltd","29.76","$15.37B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/shg",
"SWAV","ShockWave Medical, Inc.","103.72","$3.55B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/swav",
"SCVL","Shoe Carnival, Inc.","39.18","$552.58M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/scvl",
"SHOP","Shopify Inc.","1131.95","$138B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/shop",
"SHBI","Shore Bancshares Inc","14.6","$175.73M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/shbi",
"SSTI","ShotSpotter, Inc.","37.7","$431.35M","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ssti",
"SSTK","Shutterstock, Inc.","71.7","$2.6B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/sstk",
"SBSW","Sibanye Stillwater Limited","15.89","$11.62B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sbsw",
"SIBN","SI-BONE, Inc.","29.9","$967.59M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sibn",
"SIEB","Siebert Financial Corp.","4.2","$130.01M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sieb",
"SIEN","Sientra, Inc.","3.89","$196.27M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","23.92","$367.39M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bsrr",
"SMTS","Sierra Metals Inc.","3.32","$540.5M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/smts",
"SRRA","Sierra Oncology, Inc.","16.03","$176.98M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/srra",
"SWIR","Sierra Wireless, Inc.","14.61","$532.62M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/swir",
"SIF","SIFCO Industries, Inc.","8.4","$49.7M","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/sif",
"SIFY","Sify Technologies Limited","1.27","$227.61M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sify",
"SIGA","SIGA Technologies Inc.","7.27","$562.69M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/siga",
"SGTX","Sigilon Therapeutics, Inc.","48.03","$1.45B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sgtx",
"SGLB","Sigma Labs, Inc.","3.38","$19.71M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sglb",
"SGLBW","Sigma Labs, Inc.","0.2498","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sglbw",
"SGMA","SigmaTron International, Inc.","4.68","$19.93M","1994","Technology","Electrical Products","https://old.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","135.29","$7.25B","2004","Finance","Major Banks","https://old.nasdaq.com/symbol/sbny",
"SBNYP","Signature Bank","25.65","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbnyp",
"SIG","Signet Jewelers Limited","27.27","$1.43B","n/a","Consumer Services","Consumer Specialties","https://old.nasdaq.com/symbol/sig",
"SLN","Silence Therapeutics Plc","22","$610.91M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sln",
"SLGN","Silgan Holdings Inc.","37.08","$4.1B","1997","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","41.85","$300.3M","n/a","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/silc",
"SLAB","Silicon Laboratories, Inc.","127.34","$5.58B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","48.15","$1.69B","2005","Technology","Semiconductors","https://old.nasdaq.com/symbol/simo",
"SILK","Silk Road Medical, Inc.","62.98","$2.14B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/silk",
"SSPK","Silver Spike Acquisition Corp.","12.77","$399.06M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspk",
"SSPKU","Silver Spike Acquisition Corp.","14.56","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspku",
"SSPKW","Silver Spike Acquisition Corp.","3.275","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspkw",
"SBTX","Silverback Therapeutics, Inc.","46.34","$1.61B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sbtx",
"SBOW","SilverBow Resorces, Inc.","5.31","$63.38M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sbow",
"SVM","Silvercorp Metals Inc.","6.69","$1.17B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/svm",
"SAMG","Silvercrest Asset Management Group Inc.","13.89","$199.63M","2013","Finance","Investment Managers","https://old.nasdaq.com/symbol/samg",
"SILV","SilverCrest Metals Inc.","11.18","$1.44B","2018","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/silv",
"SI","Silvergate Capital Corporation","74.31","$1.39B","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/si",
"SSNT","SilverSun Technologies, Inc.","2.86","$12.87M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ssnt",
"SFNC","Simmons First National Corporation","21.59","$2.35B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sfnc",
"SPG","Simon Property Group, Inc.","85.28","$27.98B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","70.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spg^j",
"QQC","Simplify Growth Equity Plus Convexity ETF","26.5706","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqc",
"QQD","Simplify Growth Equity Plus Downside Convexity ETF","26.0028","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqd",
